iter	RMSE
193	0.00240195551
194	0.002399396399
195	0.002396755993
196	0.002394800597
197	0.00239280722
198	0.002391431534
199	0.002389707896
200	0.002388717553
201	0.002387265068
202	0.002385430577
203	0.002383359004
204	0.002381766191
205	0.002380036749
206	0.002377096459
207	0.002375112941
208	0.002373937377
209	0.002372821338
210	0.002371042965
211	0.002367845704
212	0.002366025737
213	0.002364107953
214	0.002362392452
215	0.002361211066
216	0.002358796324
217	0.002357114953
218	0.002355782891
219	0.002354266823
220	0.002352679029
221	0.002350628536
222	0.002348599554
223	0.002347592816
224	0.002346397464
225	0.002345039847
226	0.002343774197
227	0.002341018933
228	0.002339715355
229	0.00233911204
230	0.002337675862
231	0.002335988495
232	0.002333787209
233	0.00233259084
234	0.002331189772
235	0.002330309379
236	0.002328895788
237	0.002327797392
238	0.002325543493
239	0.002324004606
240	0.002323136848
241	0.002321640126
242	0.002321033078
243	0.002320233334
244	0.002318803105
245	0.002316795456
246	0.002315348645
247	0.002313637356
248	0.002312636154
249	0.002310980253
250	0.002310056654
251	0.002309281963
252	0.002308789127
253	0.002307710474
254	0.002306636269
255	0.002305165252
256	0.002304259973
257	0.002302974316
258	0.0023023686
259	0.002301707105
260	0.00230082481
261	0.002300099579
262	0.002298977532
263	0.002298563419
264	0.002297148843
265	0.002296499288
266	0.002294808299
267	0.002294227758
268	0.002293365885
269	0.0022927118
270	0.002291339897
271	0.002290216423
272	0.002289404528
273	0.002288667754
274	0.00228730493
275	0.002285870348
276	0.002284921151
277	0.00228378436
278	0.002282901356
279	0.002281795572
280	0.002280699299
281	0.002279967288
282	0.002279366348
283	0.002278940317
284	0.002277666061
285	0.00227695136
286	0.002275808463
287	0.002274735878
288	0.002273704817
289	0.002272688687
290	0.002272136897
291	0.002271203805
292	0.002270616934
293	0.002269180478
294	0.002268237603
295	0.002267526401
296	0.002266460288
297	0.002264864372
298	0.002264054889
299	0.002263019552
300	0.002261818168
301	0.002261087027
302	0.002260845333
303	0.002259532855
304	0.002258291131
305	0.002257369225
306	0.002255914524
307	0.002255112343
308	0.002253797655
309	0.002253320589
310	0.002251857075
311	0.002251000464
312	0.002249506323
313	0.002248309018
314	0.002247681708
315	0.002247039786
316	0.002245810617
317	0.002244895477
318	0.002243370164
319	0.002242213057
320	0.002241272125
321	0.002239980032
322	0.00223881909
323	0.002238119836
324	0.002236556474
325	0.002235625397
326	0.002234787028
327	0.002234055839
328	0.002233408091
329	0.002232740807
330	0.002231976777
331	0.002231227308
332	0.00223040509
333	0.0022296477
334	0.002228582718
335	0.002227274816
336	0.002226524432
337	0.002225623609
338	0.002224277296
339	0.002223330099
340	0.002222593505
341	0.002221908372
342	0.002220777079
343	0.002219822781
344	0.0022190234
345	0.002218193541
346	0.002217787481
347	0.002217389621
348	0.002216637173
349	0.00221582707
350	0.002215122746
351	0.002214778835
352	0.002214028938
353	0.002213430108
354	0.002212467342
355	0.002212077469
356	0.002210855729
357	0.002210471225
358	0.002209433285
359	0.002209015869
360	0.002208270665
361	0.002207605377
362	0.002206511454
363	0.002206137087
364	0.002205649142
365	0.002204877019
366	0.002204431792
367	0.002203608102
368	0.002202358943
369	0.002201568749
370	0.002200856034
371	0.00219972095
372	0.002198905972
373	0.002197847427
374	0.002197073826
375	0.002196304059
376	0.002196175872
377	0.00219555144
378	0.002194942747
379	0.002194462669
380	0.002193797321
381	0.002193540614
382	0.002192697521
383	0.002191812198
384	0.002190864306
385	0.002190708201
386	0.002189880191
387	0.002189383519
388	0.00218908583
389	0.002188721855
390	0.002188545597
391	0.002187729317
392	0.002187213819
393	0.002186328994
394	0.002186293482
395	0.002185717223
396	0.002184716606
397	0.002184492502
398	0.002183850454
399	0.002182963139
400	0.002182322151
401	0.00218173045
402	0.002180561705
403	0.002179910493
404	0.002179369284
405	0.002178949464
406	0.00217841046
407	0.002178141238
408	0.002177689071
409	0.002177248232
410	0.002176238516
411	0.002175549347
412	0.002175315303
413	0.00217434211
414	0.002173630964
415	0.002173304687
416	0.00217250256
417	0.002171946299
418	0.002171166141
419	0.002171016726
420	0.002170227129
421	0.002169832157
422	0.002169551968
423	0.002168923934
424	0.002168327748
425	0.002167728729
426	0.00216737544
427	0.00216684035
428	0.002166117281
429	0.00216573917
430	0.002165067934
431	0.002164454637
432	0.002164056028
433	0.002163193873
434	0.002162558844
435	0.002162310946
436	0.002161852307
437	0.002161206937
438	0.002160556121
439	0.002159626894
440	0.002159018364
441	0.002158353609
442	0.002157906686
443	0.002157303613
444	0.002156449384
445	0.002156207201
446	0.002155660324
447	0.002155135913
448	0.0021544115
449	0.002154006409
450	0.002153588422
451	0.002153140735
452	0.002152701357
453	0.002151976349
454	0.002150999864
455	0.002150656304
456	0.002150122074
457	0.00214955554
458	0.002149047476
459	0.002148387304
460	0.002147852282
461	0.002147255645
462	0.002146767017
463	0.002146313091
464	0.00214591899
465	0.002145664641
466	0.002144986025
467	0.00214465434
468	0.002144239463
469	0.002143773663
470	0.002143622944
471	0.002143046007
472	0.002142792223
473	0.002142362165
474	0.002141929857
475	0.002141110481
476	0.00214089049
477	0.002139841372
478	0.002139482332
479	0.002139017857
480	0.002138671515
481	0.002138059375
482	0.00213770308
483	0.002137080943
484	0.002136589747
485	0.002135935104
486	0.002135854728
487	0.002135248703
488	0.002135043086
489	0.002134739414
490	0.002134291989
491	0.002133847685
492	0.00213349234
493	0.002133018298
494	0.002132530585
495	0.002131865028
496	0.002131606718
497	0.002131248242
498	0.002130777705
499	0.002129869642
500	0.002129461084
501	0.002129226998
502	0.002128999511
503	0.002128973976
504	0.002128578839
505	0.002128352104
506	0.002127799808
507	0.002127587128
508	0.002127133896
509	0.002126487643
510	0.00212580689
511	0.002125659553
512	0.002124939262
513	0.002124478167
514	0.002123801201
515	0.002123561102
516	0.002123087271
517	0.002122668772
518	0.002121852875
519	0.002121486466
520	0.002120806361
521	0.002120562011
522	0.002120158075
523	0.00211987041
524	0.002119617377
525	0.002118675996
526	0.002118478366
527	0.002117705282
528	0.002117015609
529	0.002116190838
530	0.002115862783
531	0.002115658424
532	0.00211505536
533	0.002114607372
534	0.002114316015
535	0.002114022217
536	0.002113608573
537	0.002113551968
538	0.002112892502
539	0.002112285684
540	0.002112129336
541	0.00211167869
542	0.002111163355
543	0.002110767567
544	0.002110611904
545	0.002110439267
546	0.002110293563
547	0.00211010209
548	0.002109848418
549	0.002109380423
550	0.002108888035
551	0.002108295863
552	0.002107970284
553	0.002107785963
554	0.002107271577
555	0.002106754318
556	0.002106321229
557	0.002105980816
558	0.002105673627
559	0.002105282949
560	0.002104507291
561	0.002103948944
562	0.002103427995
563	0.002103302417
564	0.002102924778
565	0.002102782747
566	0.002102552028
567	0.002101877382
568	0.00210186337
569	0.002101510639
570	0.00210109889
571	0.00210055687
572	0.002099893272
573	0.002099765211
574	0.002099433699
575	0.002098843825
576	0.002098745975
577	0.002098436472
578	0.00209809182
579	0.002097701511
580	0.002097567893
581	0.002096996962
582	0.002096659106
583	0.002095742311
584	0.002095460333
585	0.002095035877
586	0.002094698437
587	0.002094127981
588	0.002093783332
589	0.002093391489
590	0.002092712078
591	0.002091919782
592	0.002091817153
593	0.002091301528
594	0.002090855953
595	0.002090589965
596	0.002090432482
597	0.002090187733
598	0.00208961934
599	0.002089170713
600	0.002088676946
601	0.002088359975
602	0.002088321823
603	0.002087967736
604	0.002087504806
605	0.002086826641
606	0.002086118
607	0.002085295175
608	0.002084833781
609	0.002084342065
610	0.002083998449
611	0.002083935627
612	0.002083555269
613	0.002083252895
614	0.002083059336
615	0.002083001484
616	0.002082002045
617	0.002081695144
618	0.002081392091
619	0.002081084587
620	0.002080586465
621	0.002079628067
622	0.00207946603
623	0.00207929434
624	0.002078789815
625	0.002078279273
626	0.00207802373
627	0.002077854785
628	0.002077641089
629	0.002077290465
630	0.002077014878
631	0.002077007919
632	0.002076376514
633	0.002076128749
634	0.002075680264
635	0.002075215753
636	0.002074754011
637	0.00207459066
638	0.002074278391
639	0.002074009755
640	0.002073935116
641	0.002073457968
642	0.002073033675
643	0.002072595165
644	0.002072229011
645	0.002071850587
646	0.00207163259
647	0.002071164528
648	0.002070575472
649	0.002070094521
650	0.002069637852
651	0.002069323318
652	0.002069033471
653	0.002068695948
654	0.00206841825
655	0.002068188463
656	0.002068010306
657	0.002067857656
658	0.002067446215
659	0.002066923333
660	0.002066512575
661	0.002065877879
662	0.002065225578
663	0.002064701389
664	0.002064105864
665	0.00206349947
666	0.002063270481
667	0.002063175782
668	0.002062527484
669	0.002062027148
670	0.002061787282
671	0.002061592741
672	0.0020611508
673	0.002060827951
674	0.002060416329
675	0.002059534559
676	0.002059209193
677	0.002059002923
678	0.002058886582
679	0.002058579555
680	0.002058416832
681	0.00205798191
682	0.002057474099
683	0.002057399075
684	0.002057040257
685	0.002056558484
686	0.002056135599
687	0.002055805723
688	0.002055703975
689	0.00205549318
690	0.002055263942
691	0.002054680331
692	0.002054583278
693	0.002054299641
694	0.002054000985
695	0.002053475219
696	0.002053230062
697	0.002052699545
698	0.002052306708
699	0.002052277963
700	0.002051727
701	0.002051351847
702	0.002050761261
703	0.00205048776
704	0.002050236907
705	0.002049722683
706	0.002049397596
707	0.002049008654
708	0.00204847123
709	0.00204803237
710	0.002047790648
711	0.00204732719
712	0.002046753293
713	0.002046379909
714	0.002046055687
715	0.002045520172
716	0.002045337609
717	0.002044789453
718	0.002044296266
719	0.002043975612
720	0.002043956117
721	0.002043373666
722	0.002043166812
723	0.002042745152
724	0.002042585081
725	0.00204223572
726	0.002041923163
727	0.002041868816
728	0.002041288339
729	0.002041274031
730	0.002040822913
731	0.00204060847
732	0.002040327779
733	0.002039804327
734	0.002039444166
735	0.002039385223
736	0.002039182525
737	0.002039178583
738	0.002038716311
739	0.002038296254
740	0.002037852462
741	0.002037348734
742	0.002037003883
743	0.002036597187
744	0.002036354807
745	0.002036115182
746	0.002035801567
747	0.002035504028
748	0.002034779101
749	0.002034490098
750	0.002033847365
751	0.00203345923
752	0.002033242185
753	0.002032696988
754	0.002032602992
755	0.002032430717
756	0.002032191478
757	0.002032049477
758	0.00203190022
759	0.002031767094
760	0.002031700961
761	0.002031419135
762	0.002031310784
763	0.002031020912
764	0.002030625536
765	0.00203033825
766	0.002030114611
767	0.002029213538
768	0.00202903263
769	0.002028922064
770	0.002028848879
771	0.002028659651
772	0.002028361547
773	0.002028112755
774	0.002027797229
775	0.002027795219
776	0.002027331542
777	0.002027206195
778	0.002027088736
779	0.002026961855
780	0.002026571993
781	0.002025954749
782	0.002025724066
783	0.002025353031
784	0.002025330904
785	0.002024776734
786	0.002024437805
787	0.002024216082
788	0.002024188491
789	0.002024184451
790	0.002024147299
791	0.002023866189
792	0.00202372242
793	0.002023440535
794	0.002023406765
795	0.002023244828
796	0.002023064177
797	0.002022326459
798	0.002021770182
799	0.002021724967
800	0.002021538212
801	0.00202115285
802	0.002020588484
803	0.002020390148
804	0.00201977885
805	0.002019678545
806	0.002018886183
807	0.002018767821
808	0.002018614225
809	0.002018108415
810	0.002018042272
811	0.002017457836
812	0.002017446537
813	0.002017078234
814	0.002016547527
815	0.002016350668
816	0.002015912338
817	0.002015753934
818	0.002015541435
819	0.002015074069
820	0.002015072444
821	0.002014813963
822	0.002014599551
823	0.002014516287
824	0.002014361492
825	0.002014316432
826	0.002014149451
827	0.00201381055
828	0.002013576503
829	0.00201333322
830	0.002013041477
831	0.002012474161
832	0.002011977629
833	0.002011697402
834	0.002011479951
835	0.002011124895
836	0.002011062848
837	0.002010766961
838	0.002010407126
839	0.00201008085
840	0.002009999552
841	0.00200985015
842	0.002009630535
843	0.002009502352
844	0.002009328985
845	0.002009100581
846	0.002009036863
847	0.002008749099
848	0.002008141129
849	0.002007908008
850	0.002007573856
851	0.002007418262
852	0.002007030192
853	0.00200684127
854	0.002006681583
855	0.002006250607
856	0.002006008507
857	0.002005839113
858	0.002005809504
859	0.002005346667
860	0.002005158411
861	0.002004877586
862	0.002004707876
863	0.002004564421
864	0.002004219405
865	0.002003774622
866	0.002003383705
867	0.002003181663
868	0.002002673054
869	0.002002398623
870	0.002002024547
871	0.002001966259
872	0.002001443209
873	0.002001439934
874	0.002001225269
875	0.002000799193
876	0.002000555797
877	0.001999922584
878	0.001999796885
879	0.001999573709
880	0.001999504352
881	0.001999321005
882	0.001999181181
883	0.001998620155
884	0.001998589265
885	0.001998505795
886	0.001998359003
887	0.001998299181
888	0.001998104896
889	0.001997589257
890	0.001997183724
891	0.001996657081
892	0.00199618959
893	0.001995992578
894	0.001995943935
895	0.001995933985
896	0.001995418504
897	0.001995093677
898	0.001994698723
899	0.001994680525
900	0.001994361648
901	0.001994163719
902	0.001994112963
903	0.001994106994
904	0.001993554594
905	0.001993510118
906	0.001993108004
907	0.00199272258
908	0.001992531063
909	0.001992302988
910	0.001992059777
911	0.001991638397
912	0.001991358776
913	0.001991145784
914	0.001990939171
915	0.001990922195
916	0.001990357658
917	0.001990097946
918	0.001990012128
919	0.001989864069
920	0.001989609694
921	0.001989308599
922	0.001989091466
923	0.00198894146
924	0.001988630316
925	0.001988413567
926	0.001988243062
927	0.001988052169
928	0.001987567097
929	0.001987516771
930	0.001987290233
931	0.00198719197
932	0.001987185119
933	0.001986722987
934	0.001986721069
935	0.001986497333
936	0.001985910088
937	0.001985479086
938	0.001985280407
939	0.001985044972
940	0.001984780303
941	0.001984493795
942	0.001984136479
943	0.001983930172
944	0.001983531395
945	0.001983266843
946	0.001982952219
947	0.00198255367
948	0.001982347939
949	0.001982107618
950	0.001981917222
951	0.001981771804
952	0.001981750517
953	0.001981598324
954	0.001981428569
955	0.001980762739
956	0.001980562572
957	0.001980220532
958	0.001980204931
959	0.00198002468
960	0.001979810615
961	0.001979493977
962	0.001979185301
963	0.001978882536
964	0.001978767905
965	0.001978542619
966	0.00197832852
967	0.001978241439
968	0.001978001258
969	0.001977819014
970	0.001977681329
971	0.001977598566
972	0.001977132987
973	0.001977092482
974	0.001976922795
975	0.001976718833
976	0.001976423008
977	0.001976110073
978	0.001975883652
979	0.001975418791
980	0.00197514519
981	0.001974850868
982	0.001974651099
983	0.001974296486
984	0.001973714604
985	0.001973560408
986	0.001972884824
987	0.001972597197
988	0.001972477323
989	0.001972429071
990	0.001972149142
991	0.001971924296
992	0.001971763037
993	0.001971520341
994	0.00197126322
995	0.001971206153
996	0.001971037016
997	0.001970771869
998	0.001970575704
999	0.001970542715
